age,income,web_visits,ad_clicks,time_on_site,converted
61,58.96954142950708,9,1,1.7293695395104183,0
51,70.06180737247493,6,4,1.614348923324433,0
27,53.625033695077335,12,2,4.888725720508432,1
53,39.4037630291631,11,7,5.169626018226776,1
31,57.53311871907779,15,4,4.970453965443852,1
48,66.18094886065307,3,3,7.073951921923773,0
65,46.88624561077113,4,6,5.124152684058027,0
32,55.28577510286663,9,4,3.839177007903799,1
25,41.21073516028035,6,3,4.359029620016103,0
31,82.38489835128192,8,5,7.163057612725941,1
40,54.11088484823932,9,2,2.758853483512001,0
57,89.05511090252367,16,5,5.318038755674651,1
38,90.57495701081817,10,2,5.4101204775759655,1
33,58.37908070556512,7,2,7.045666285377919,1
62,39.83102534905301,6,1,5.223382391160982,0
35,18.282042445333254,11,4,3.0868515325759383,0
64,30.559258539464167,12,4,5.384357700535964,0
41,32.5233035020268,16,3,6.4386449862855635,1
43,87.56939254923009,11,2,5.279530056434677,1
42,62.31649174453892,10,4,7.192780856471563,1
62,67.79209048183975,8,2,2.3864750822889103,0
58,15.59157982129748,10,2,4.684838865835236,0
46,36.04067141565477,10,1,5.0120103069067845,0
32,77.74159552892574,9,1,6.544842509385781,1
62,65.73548224765173,8,0,6.798982529286009,0
18,57.055894426288056,10,2,5.048462493291873,1
42,71.29684717200246,6,5,4.2782609648391485,1
24,92.7159561227163,13,4,5.376222826947363,1
26,55.57915072925899,16,1,2.718762344453407,0
41,61.38739605316139,7,1,4.021437770291468,0
18,63.8519383746261,9,4,6.139954366592122,1
61,107.84219270547985,8,3,5.707156234695515,1
25,18.01287471161949,8,5,3.6754368523117535,0
41,73.66446029577617,12,3,3.436271128540122,1
28,57.703955024818725,6,4,3.401160560881591,0
68,71.33543452368359,8,3,3.538942719648302,0
34,46.85254892010551,10,1,5.294554405295133,0
25,59.020699382831,5,2,7.402363965485975,1
52,74.22821158930991,18,2,7.644160722204106,1
52,122.25820402087682,8,5,3.1562653619973813,1
50,76.16072378804142,6,4,5.659906674017057,1
22,43.038688039389825,11,1,5.563453488525506,0
59,51.524806359545934,10,4,5.423649581871003,0
56,50.93171783232292,7,2,3.04638237458057,0
58,24.0871365473997,7,10,3.51562957794776,1
45,53.39819616597126,10,2,5.689766129159108,0
24,74.65658163643491,12,2,4.230382217264182,1
26,34.515357618464094,13,0,5.181075912012401,0
25,80.96965302101185,15,2,2.9727680484480627,1
29,69.75549642168676,13,3,4.020766749200185,1
51,45.31533356057924,7,6,2.332120059078881,0
50,57.16940725324305,10,2,5.528610471157098,0
65,91.96643615282066,6,8,4.303652483168328,1
40,74.67095627011732,10,1,5.531457423272954,0
41,60.17567309796296,14,4,4.266780412235601,1
54,55.246333660780316,9,3,5.471327285823242,0
52,61.53218140903319,11,0,8.610304930696493,0
61,49.76472884115393,10,1,3.9524461272302203,0
57,17.905009885619705,14,3,5.982892534467776,0
39,100.84355821069462,11,2,3.6814010481906894,1
44,63.10649998398803,8,2,4.735906301687722,0
52,67.96294530245075,10,0,5.945847279962507,0
18,58.841845002461824,9,2,5.566491178348203,1
52,45.29766398550824,8,0,6.381642992773253,0
54,56.28151038102459,12,3,6.912872024697204,1
64,28.012104756113775,10,4,6.329587666378976,0
31,105.5417299610661,12,2,6.840481081954572,1
20,35.30976003155208,10,4,5.426007864592659,1
18,39.360674323056415,14,4,3.542817822312805,1
22,51.19481591227199,17,4,6.601304717629317,1
43,85.76151449704756,13,2,4.237205642796644,1
31,60.29017998525308,8,3,6.387821479546495,1
56,35.27728407939075,6,0,2.489925315787569,0
44,85.08676721514679,14,4,4.288452593515643,1
26,74.62001253570963,6,2,3.6175997570756495,0
32,70.76869914432905,6,4,5.78492520057686,1
32,74.31468482341681,11,1,3.8457905214166415,0
43,107.88723801164902,9,4,4.969537787132221,1
59,103.70189790072224,15,3,4.709337161511189,1
30,46.26569313993409,3,3,7.0531146588938025,0
68,92.47769985622304,11,4,5.941696457682738,1
49,67.663363795178,12,1,5.57944789613907,0
56,69.98191632275498,11,3,5.04068754271649,1
66,26.154583367133426,14,5,3.465822037679769,0
69,56.59228469223608,17,3,3.246596508916565,0
49,43.7435281932687,10,3,5.554473965638071,0
21,76.56117629786618,8,4,2.1718605359159335,1
47,81.42161000805609,12,2,4.924744382853482,1
54,18.510272979673772,8,4,5.214618266314503,0
40,59.55930271991459,15,7,2.178666614193131,1
56,82.43723009588504,13,2,4.887628975080935,1
62,56.2664207537311,7,3,5.012535620475782,0
32,74.58127290004728,9,2,9.157397877605735,1
60,67.02330935254169,4,2,5.018840177802707,0
46,66.83320463905252,10,2,6.750384099537653,1
53,54.57370043863405,11,2,5.893060647866375,0
30,35.66838391728581,7,2,5.515927152853362,0
49,37.56939705149945,7,4,6.659969070428866,0
24,74.18705028910634,4,2,2.113440431723035,0
68,60.38916511037766,8,0,4.822763994028904,0
39,57.2297551078555,12,1,5.562694212409274,0
45,51.52219915355295,8,2,3.0749777354305636,0
19,53.896223090384964,18,7,4.906574256284561,1
59,80.93823588976278,13,3,5.1881206748539785,1
62,53.295118362639464,8,1,4.662595784320382,0
23,33.17870573396863,12,3,3.224995461777888,0
45,74.87303551080346,13,4,3.492432825743519,1
45,55.902466722705654,8,5,4.358681758014091,1
61,60.627917310655526,11,3,5.769251257413916,0
61,92.15156612799021,15,3,5.190187500896334,1
37,59.58878885298986,9,2,5.39853108706809,0
47,65.78367346237451,9,0,4.537555871982016,0
28,36.42153017403349,6,1,3.319179009336652,0
45,55.606610952980795,8,3,4.386292006584383,0
42,72.19052090417202,12,2,3.3343665895967867,0
56,28.892525323175153,11,4,1.0,0
50,64.01690186231419,13,0,4.97290794016904,0
18,62.01582145289613,6,4,4.479454275118832,1
44,60.825749111748785,10,4,7.473071373553584,1
69,80.74317797316486,11,3,6.378075824560172,1
30,66.68877029697043,10,4,5.952337887793339,1
58,89.56143796712888,10,3,3.0009845583565498,0
20,40.12820968811928,8,0,7.039322321442015,0
56,62.71849134436696,7,1,5.282453170872156,0
23,61.68933572779895,16,3,4.285760322956618,1
25,38.6149101248984,14,5,3.434277148857525,1
44,79.12590004182692,10,4,3.6901110468883545,1
26,106.49346611705636,9,3,4.48688137589585,1
54,59.65987851032338,16,3,2.946571596934653,1
50,70.10042176547535,8,1,5.07665080438446,0
68,61.690369516306546,9,3,4.669577972464958,0
59,45.72830660185648,9,3,6.373196386147612,0
61,23.584794443959673,10,4,4.701562029106293,0
41,45.884530338092695,6,5,1.3580979369154211,0
32,32.160832380965374,7,4,4.3809330130903055,0
49,94.08204156118236,16,2,2.7418281251757484,1
49,57.697806121535216,7,2,3.8067378780199674,0
41,53.08161341905659,9,2,3.1122367152303907,0
58,77.78307649575612,9,3,9.180253892818214,1
69,37.56497794288224,11,7,4.3203059229324525,1
66,44.66271923990895,4,5,6.435167279333902,0
66,61.36144538497242,7,4,4.387259068893862,0
69,80.57537982846961,8,0,4.546288006293332,0
29,70.03370090337576,12,0,4.049555247501397,0
56,64.96650285031764,14,6,3.6078805214880187,1
19,61.56235470472033,14,6,3.6503612535811936,1
20,68.00471711053551,9,2,5.748943598020867,1
66,64.03305810258509,6,2,4.8802544998305795,0
54,39.40055450446128,8,2,7.658284121945841,0
66,60.921584432663025,6,3,4.559566353497032,0
34,38.52622682164495,8,0,4.447478908796661,0
66,61.62165085801647,8,0,5.081354206235668,0
19,50.38704117023517,7,2,6.21170905592424,1
19,110.78763245565723,20,6,5.232043824457856,1
45,59.20211232496576,10,4,7.691451068636853,1
40,31.915208674768223,13,2,10.15596160760133,1
54,57.316395786461506,9,1,6.638464032208,0
49,70.38717491275776,9,4,5.752002016187288,1
50,93.46727892305047,6,5,1.0,0
18,48.210952001225635,11,1,7.7696182945252374,1
36,28.351440519527202,9,3,7.454573719233668,1
19,76.33674022861962,10,2,8.069211118862759,1
61,32.38802588200698,12,4,6.592594172044445,0
43,51.2768911698503,14,5,3.1015089171519836,1
49,54.84759028978012,7,5,3.0695857931495043,0
23,58.60733093399784,9,0,2.8190759185880148,0
49,73.7832891414867,12,5,5.160738956549632,1
21,46.32731435427225,11,1,3.597879544338607,0
28,54.52541495666479,16,1,6.718005248201492,1
34,59.71459294101223,13,5,3.8563933967583317,1
55,62.99195915037576,10,2,4.348393035378541,0
41,61.95654349415845,8,1,5.528688044058943,0
22,68.7201155044516,16,3,4.043784765635457,1
69,76.87679019283475,5,1,3.1837859784449725,0
51,67.85268231301936,11,4,1.3740834778339517,0
23,69.07171047018437,14,3,6.861574880313426,1
39,28.355536665070446,11,0,3.157651195184674,0
28,61.004553983313606,14,2,4.233535324375566,1
65,69.59015096003218,16,3,4.258006786632418,1
33,74.578823891409,12,1,1.0,0
50,46.152984515324114,12,3,5.573740708177566,0
26,46.8192145022271,8,6,7.809990751287751,1
23,48.517986494328035,6,2,6.9191529737515625,0
33,70.72827799782686,9,2,4.247761147533071,0
46,80.67762109848417,5,2,7.109136748223484,0
20,51.850797854167965,14,3,1.5322656270401782,1
37,78.15924627254098,13,4,6.6643453766996,1
53,62.469596183291884,11,8,3.5378825188842717,1
36,57.51428445675128,8,6,6.936194326567968,1
43,55.77231540364062,12,6,5.07120745734843,1
20,74.93222729204314,13,2,2.591674407413995,1
36,66.5115563357414,5,6,5.494299159497166,1
37,105.51650855295276,11,3,5.001900746092354,1
49,42.95550714005351,13,5,5.476600985158245,1
24,70.36203404059951,6,3,3.395973136100582,0
69,49.415979803769744,8,1,2.6576954544532745,0
58,42.61426026022713,12,2,6.227235926004357,0
50,59.78265725930056,7,4,4.865743629131882,0
57,62.74704958814072,10,4,6.145331090486754,1
56,118.36347110120185,15,1,6.109105100917763,1
35,56.317083686335955,12,5,6.41590082426375,1
57,37.396425410306335,3,0,8.237011463775232,0
18,65.4602143498877,12,1,5.3985060958475355,1
28,18.507199249072634,11,1,3.0056309759950954,0
45,58.16086434791468,13,6,3.4526260986830515,1
42,60.32050564590321,8,3,4.419689593106076,0
67,75.89200765890423,7,0,5.422535251934,0
40,79.47244498855693,7,5,7.7579336325889034,1
48,49.92860762184565,12,1,4.7190412513011,0
47,56.98771970740134,9,3,8.358839198719549,1
59,44.677583387786584,15,1,8.53553013155036,1
52,37.43874890384612,9,3,5.861095104912234,0
24,66.19789558761269,7,5,6.2599329365189424,1
33,34.528289028068016,9,4,4.081310014753881,0
43,51.70746198856274,10,3,8.361074922590213,1
65,40.09652080201525,11,5,3.7256014379552074,0
69,70.99366372580519,8,3,7.40393924256343,0
66,96.02860198532976,12,3,2.9350879228032367,0
19,33.968240343933374,10,3,6.280300437782797,1
18,22.939630342048616,9,5,7.228756179207814,1
65,57.50226229299865,14,2,6.816840960320669,1
29,60.31395591915517,20,1,4.065995972454104,1
22,64.37318613514596,11,3,4.460828188132417,1
54,51.0735896953131,10,2,8.076353788636562,0
49,55.98721402349136,14,2,3.9883821094840632,0
26,67.35020821081204,12,6,4.056769272898316,1
58,80.80861785289677,7,3,8.0089783512944,1
52,20.899024593634344,12,4,4.874674482542693,0
36,52.62121121937076,14,1,4.889644959204128,0
65,64.27617587882126,5,4,8.677497615384643,1
33,41.64047790778528,10,1,3.709408691177597,0
20,94.623392635346,14,0,3.5371617193307956,1
37,47.29180239542526,4,7,5.358454016559728,1
41,59.174146259854346,12,2,5.064821008452597,1
50,71.12044193684582,11,2,3.443235372777572,0
41,48.17430422396211,7,5,6.6120613355106075,1
69,23.068539043911656,12,0,5.03056027797936,0
28,51.42690946166933,8,2,5.129829795221562,0
66,80.5888111185408,9,2,4.991854524110518,0
25,53.26209746429723,8,2,2.9078909973091176,0
53,43.07131397082043,10,3,3.365772139181589,0
55,78.51344419005443,9,3,1.835813117744875,0
57,53.38450207953895,15,5,7.277864033336359,1
37,49.796783726995656,10,7,5.00341539249248,1
52,62.98912179326619,10,2,6.98954597664636,1
65,75.41500419237575,8,5,4.099533960339443,0
42,107.63427063465092,6,4,7.296241550971073,1
52,76.54472215314846,10,5,1.766390911973541,1
42,83.19679932776688,10,3,6.944105805409058,1
46,49.880676020242895,9,0,4.8439771416876845,0
35,39.482637880610476,10,1,2.2289682903149806,0
63,61.24662699238246,12,7,1.0,1
35,62.14339830519192,9,0,6.003410589430104,0
19,38.42974517270805,10,1,6.979366480364513,1
52,56.494109401919744,18,4,5.123935101806554,1
33,67.98635203438262,7,4,6.206246275257283,1
58,67.2078679003616,11,1,5.89279690333126,0
53,70.08575706768545,15,1,5.111010938108728,1
50,65.81929460274885,8,2,6.918475042573302,0
21,49.85982681459888,9,2,2.0450373611824944,0
50,49.72198746702314,13,7,5.196905901296875,1
31,36.02097204012248,12,3,6.365528271778466,1
38,95.6955007837019,9,2,4.1079140985152724,1
65,60.26900729238586,8,0,5.511569958707261,0
37,55.50293888410296,5,3,2.6458999144719244,0
25,41.42415837095082,8,0,5.151134470983345,0
24,118.71315804655556,10,2,3.5580478547789958,1
20,38.533439355542086,9,2,3.9656524972681018,0
34,51.423041487878535,5,2,6.143505890927743,0
50,68.31673672572121,10,2,1.4769346961978003,0
65,72.00425931488556,11,3,2.8184056800218364,0
29,79.15864110431369,12,6,6.449677983261642,1
68,96.15217015538526,14,3,4.686328781330041,1
39,70.12315310921424,17,1,3.5306808490271253,1
39,38.87938400066665,10,1,5.900976760710166,0
63,54.86109749756437,7,3,2.785318739828488,0
47,66.1566474502777,11,0,2.720781626266729,0
55,101.36452083011648,11,5,4.584010807096083,1
55,32.04389043151406,15,3,4.723105453761417,0
62,84.05153010450455,10,4,3.5145572293135015,0
68,63.598287390928334,9,8,4.472353846952453,1
25,76.75661070458962,10,0,7.666419614661569,1
44,57.96010566728136,16,2,4.927639285833976,1
44,43.15134739747347,10,1,2.6997827723475534,0
51,75.01745558802664,7,2,5.048701691247519,0
38,73.08862054211242,16,3,1.0,1
47,79.44113931479444,13,2,8.224006118901157,1
50,59.7339072924273,8,3,2.6267743763058227,0
45,48.00355953360301,10,8,5.412812519292716,1
64,28.82426009952317,12,1,5.324334296250694,0
50,76.38746536278813,6,1,3.4385363478722613,0
22,68.47778964887972,9,4,7.598796763038396,1
65,40.68434734272081,4,2,9.115237603760798,0
36,49.22852653406751,8,3,3.503814260130535,0
21,50.66482376097119,17,6,6.422454940654452,1
52,30.340311360351638,9,4,3.0247534484777487,0
66,43.646352067897325,11,2,7.642751728135275,0
34,37.32339286387292,12,4,7.529646874656314,1
61,51.750419762241265,9,3,7.0188060660433,0
45,45.22605003340875,7,1,1.6871025516526719,0
47,27.459901582665026,6,4,3.914858493840282,0
46,100.45180461138963,10,2,3.9429605050450114,1
63,85.05081462058462,12,0,3.8082175020889144,0
23,44.41961156960029,11,3,7.657084896018931,1
52,65.4484279330722,6,5,1.3777563500803565,0
58,68.3493017964259,12,5,5.779453217529379,1
54,83.82171709546954,8,1,6.488387883419369,0
41,43.627899466798425,15,5,3.5952237380168546,1
46,81.84213567964852,7,3,6.009775803586347,1
66,49.041893915861294,6,3,5.88334851426347,0
63,33.28275191662773,5,6,4.456550213322285,0
48,74.48273118628995,8,3,7.173576930756953,1
52,85.81516848244857,10,4,3.9137388193298452,1
50,111.7581794706137,12,3,7.178417503844699,1
69,36.00549469819573,5,3,5.263719614860752,0
38,73.97839370161577,8,1,4.376722746861598,0
49,51.80397512412934,8,4,4.552332922753727,0
40,75.66717421048062,11,2,2.2229201627064037,0
50,30.59020897537499,4,3,4.275804108260378,0
20,34.74460448602872,17,4,2.755706858978882,1
35,44.48250353667032,8,2,5.529514747114089,0
42,61.57928091336169,7,2,6.801046947593543,0
59,47.178374669232895,13,5,5.9139635713989485,1
48,73.18108687826839,9,3,3.573896281103698,0
20,80.53789236515829,5,5,4.469302091211936,1
57,71.99155082490711,9,3,5.553344426050287,0
63,92.37575279321736,8,5,5.658956156835126,1
41,68.31653258910686,10,5,8.274270883580606,1
67,35.66206579319666,11,2,6.246686048089438,0
49,87.2675302707668,9,2,5.296074921769802,1
64,47.89687528788005,10,3,5.208424452892769,0
39,78.2083699937114,6,2,4.304039114613438,0
40,91.47468433110213,12,3,5.000316127775462,1
19,69.13376021460799,11,2,6.434150047536956,1
44,30.076823736707006,8,3,3.5864085192397717,0
59,41.63575666980417,10,1,5.820736962663729,0
19,86.45488933770271,5,3,4.782286112520246,1
43,56.617546287143675,15,4,8.435566164083246,1
34,61.59147069884332,14,5,5.590545806000508,1
57,75.17648832327218,9,4,5.6554304187490665,1
50,73.92645724160647,11,1,3.287679073031983,0
26,65.57599624770921,5,0,7.928626823665405,0
60,55.826632575590686,3,4,6.0139445968512035,0
65,53.74663108535285,9,5,7.728507523562463,1
56,77.15797650582687,12,3,4.631979969008087,1
46,71.07139062135586,8,3,4.996719372926162,0
59,54.85399998764421,10,5,2.2588529191315243,0
43,81.64224625986282,18,3,8.689611730672787,1
52,57.419317697404324,12,4,5.7387932587124615,1
67,42.966756513312134,9,2,8.711424708921015,0
42,44.8205860219331,6,0,4.301545974738246,0
41,40.42518327380468,11,3,5.943694172347003,1
30,54.551799667926254,8,3,6.9855320067652995,1
24,84.67448556672386,8,0,5.659641397045353,0
53,43.89809637938983,10,1,4.334451164107954,0
62,63.76951522036206,6,6,4.050732105870134,0
37,46.86621308745174,7,1,4.305989631562114,0
18,54.79381917457125,13,3,10.340801926718514,1
25,29.799175760294958,12,3,3.7570074902360253,0
63,55.58923541686925,11,5,1.027209513788896,0
33,56.12589240390076,15,5,5.074474036335402,1
31,70.80575888071391,7,2,5.049300003459693,0
29,64.46561826510741,12,3,4.370297779911168,1
68,36.032157500959094,8,3,3.7584659870241355,0
40,81.68396488087086,11,4,4.452260119104709,1
32,64.20606080443991,7,1,2.3606271783242576,0
45,63.967870343549734,15,2,8.557012912488528,1
51,59.81635293229722,9,7,5.4900241574797635,1
19,49.644851055555606,12,3,5.2357611862097935,1
49,64.35604679497452,15,2,7.102208271590585,1
40,69.51176871857164,8,3,10.419818424402955,1
39,25.0620861730889,9,1,4.19643742549201,0
68,49.22478325307809,9,3,5.613395392759407,0
42,54.901060591928214,10,2,6.603874428660636,1
39,65.12341211388556,13,2,6.382127297742344,1
39,83.86622011854251,6,1,6.8095551864904955,0
66,44.56518370806435,13,2,6.835236221314377,0
69,50.04076306364316,12,0,4.177613735351901,0
59,49.749317787068996,5,5,7.390403344019724,0
23,43.96944819790917,7,2,4.775886085967504,0
32,53.05627009775475,10,4,5.561441074807697,1
60,75.41604439975943,12,3,6.229574653746233,1
54,38.92329009271309,12,4,3.577679491397095,0
50,68.55628790305806,11,4,5.867453750810178,1
25,25.96195539963329,9,1,6.240901052887778,0
61,48.77324007115588,17,3,1.2137273709449952,0
61,53.41021399564028,15,4,7.803307367447358,1
22,93.49719345828129,8,3,3.362167324258117,1
56,54.50395390494624,11,1,5.546008545494676,0
21,15.97513053098163,11,2,8.058017338541093,1
23,20.022221862775005,10,3,6.307772137616961,1
62,60.68059172693362,11,5,7.080777781523675,1
49,72.27541711579818,8,3,7.220307464061534,1
69,67.50911715254506,4,4,4.015713148208225,0
47,63.351402116019806,18,6,2.9260950387293194,1
64,83.24519195011334,11,4,5.83040033563871,1
52,49.208175585257365,12,4,6.425433164379189,1
57,77.8982111205365,8,2,7.207271305459901,0
69,27.35970229947165,8,2,6.561643081619009,0
33,41.901043341238676,14,1,4.016608674283498,0
30,23.859172101363676,4,2,6.75942464488387,0
67,54.503093986604156,7,5,1.0,0
59,59.07477565467315,13,2,7.5445012644047615,1
47,62.2820298445304,13,3,3.2213037452757636,0
36,61.237667057742705,10,4,3.1787151144677788,1
34,41.448933383765436,11,1,9.976537490344878,1
36,56.19518311173569,16,1,5.114153186609842,1
45,30.051066627885028,10,3,4.4891329494344685,0
43,87.264579502645,4,5,2.6936347897116226,0
54,53.92747854203998,7,2,5.8852571911141025,0
43,50.222277619126174,7,3,6.586515360735747,0
40,91.77880656888166,10,7,4.297643820957827,1
26,35.15506932901542,7,3,1.0,0
29,37.48825771936062,9,4,8.253236477147386,1
18,38.0755935026287,9,3,4.422044980602428,1
18,58.64257236601036,10,0,4.377495250184285,0
64,68.63263259275195,3,5,4.9292837663291165,0
51,74.79350936235667,9,7,3.3897274459825377,1
49,111.43990634989937,14,2,7.5476948058217,1
65,15.011350915984721,8,3,6.452904044491108,0
42,72.17471178248834,16,4,5.9756420501897205,1
57,48.85738854855538,10,1,9.622896148843392,0
62,48.27169702222453,7,6,3.6052091981207184,0
18,47.60455743492245,12,3,7.553530351657061,1
33,41.824606583840534,11,4,1.0,0
56,93.69049669206903,9,2,6.287523307429567,1
22,76.84594654027805,10,2,9.51667093560221,1
39,60.4639195711475,4,6,2.9004488545260294,0
46,87.02031504974,10,5,8.287998258309186,1
20,29.74942069402249,14,5,2.2345510313925643,1
29,33.385897373381475,13,3,9.15633232655404,1
43,16.440645356106245,11,2,4.078847100741899,0
33,46.01170919753425,7,1,3.5188728656569648,0
68,63.23397053409506,7,2,3.9289181796098545,0
54,62.05717155864668,14,3,5.063746104553454,1
39,62.98683822119761,13,2,4.695948294486734,1
46,31.778863378678363,11,7,4.8953024323759955,1
31,76.06309485228044,11,2,5.632268699596055,1
45,64.79255036477996,7,3,5.479201375697337,0
22,74.66108562931997,12,2,5.0124335822346024,1
64,22.14475644819896,13,2,4.115457322226666,0
66,66.2298171759558,8,2,5.8567282753266126,0
47,36.24469520164946,14,3,5.75160855439958,1
63,52.05353494897276,8,2,5.65764871518612,0
69,70.68729797272766,16,5,4.996592584596598,1
22,61.82187212511826,11,2,3.614226142593325,1
29,42.96920040441363,10,3,5.147897215903606,1
33,60.12546312368836,13,5,4.444840980651172,1
43,29.36929369512714,14,2,1.0,0
43,83.00534791796592,13,5,6.998607722945154,1
65,55.89431961007497,9,4,5.519664312083145,0
38,82.37099888510652,11,7,4.9594970954105,1
56,49.46936625807914,4,3,6.049537107508031,0
53,49.52848023186834,11,4,3.490244120347816,0
50,44.71626426724307,10,2,7.718844197678948,0
47,77.52347863386152,9,4,7.413424603938913,1
54,45.81137685343048,13,1,2.675758990961816,0
40,72.89190864830353,8,4,3.735238952729161,1
27,52.350952046614196,14,2,6.350192908308933,1
22,20.48073400216761,11,2,5.493404322567156,0
53,48.59371864427068,15,1,4.964730648187394,0
51,36.417835712743035,9,5,5.879410766923601,1
69,60.67805447364675,8,3,1.2563001473984619,0
48,36.191845286510194,12,3,3.1564149643548096,0
27,78.51950201429233,14,2,3.796067626805688,1
36,58.178482792939455,14,2,6.525709377478057,1
49,56.44808010482522,11,1,1.0,0
18,73.11784275575165,11,3,5.362186183838616,1
22,79.27813868151725,9,2,4.246603788296636,1
62,59.598024964606964,10,1,6.302429481317614,0
21,44.57599400901419,8,0,6.616251759713759,0
33,24.52060767775741,9,1,8.396240508704013,0
41,46.2790048592964,11,2,2.6525577409441516,0
33,47.65575506704077,9,3,3.357019433993873,0
19,62.14114905984594,7,1,5.097483352226182,0
66,53.09706237723945,6,3,7.820173102768527,0
45,73.75865944102856,11,4,5.8744786681376455,1
49,47.740334574586214,7,7,5.210938666282944,1
44,58.85917666294117,13,6,7.448842143585423,1
37,83.67974886393779,13,3,4.205350256691592,1
41,66.83650427909933,13,4,7.33907054385076,1
29,58.79924916622871,9,2,8.470114027692066,1
67,47.96111116129646,14,5,4.6938316493141885,1
52,47.335372065700454,9,4,1.9008417074245023,0
50,42.98773494096105,17,4,5.291301434294331,1
50,49.17986268434201,8,5,8.288561360940298,1
68,75.11331677488629,8,6,5.987121453085648,1
60,55.56223457415463,10,2,2.2482392784495047,0
54,33.00453861237538,9,3,7.5405387564875905,0
29,95.36338586119567,6,1,6.590793169790023,1
20,66.39930382290326,16,3,6.9992269690045035,1
18,31.861131989736613,5,0,7.265884543868294,0
50,51.163021455183525,13,3,3.9149259916091355,0
57,62.21772765656836,9,1,7.11711049788072,0
27,94.09184186594754,8,1,3.708926892582084,0
60,37.837750834822614,11,4,2.6367287617294792,0
61,79.52081438711893,8,6,3.3421802827199953,1
46,87.98972853944686,11,4,6.385562677052203,1
30,47.426913898508595,15,4,4.1817038193948415,1
29,54.44972762279533,15,2,7.9511611593519165,1
48,39.2738150525246,8,1,7.22892732250995,0
